gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
RPE_RS13505,ACXYSJ_11595,57.033,391,135,14,99,464,152,534,2.01e-113,341.0,464,0.8426724137931034,<=>
RPE_RS25705,ACXYSJ_11385,57.895,209,88,0,1,209,1,209,1.1900000000000001e-79,234.0,209,1.0,<=>
RPE_RS18605,ACXYSJ_07510,77.889,1099,241,2,1,1098,1,1098,0.0,1793.0,1101,0.9981834695731153,<=>
RPE_RS18125,ACXYSJ_08880,90.488,410,39,0,1,410,1,410,0.0,787.0,412,0.9951456310679612,<=>
RPE_RS16440,ACXYSJ_10810,87.277,393,50,0,1,393,1,393,0.0,710.0,393,1.0,<=>
RPE_RS01190,ACXYSJ_02190,62.406,399,135,4,1,388,1,395,3.9299999999999995e-172,483.0,388,1.0283505154639174,<=>
RPE_RS18770,ACXYSJ_07300,83.879,428,63,2,1,424,1,426,0.0,741.0,424,1.009433962264151,<=>
RPE_RS23235,ACXYSJ_23600,74.675,154,39,0,6,159,4,157,5.74e-80,231.0,159,0.9685534591194969,<=>
RPE_RS23210,ACXYSJ_23625,87.455,550,68,1,1,550,1,549,0.0,903.0,552,0.9963768115942029,<=>
RPE_RS12705,ACXYSJ_11180,72.77,213,58,0,1,213,1,213,2.82e-96,276.0,213,1.0,<=>
RPE_RS25990,ACXYSJ_17220,46.753,77,39,2,2,77,3,78,1.19e-15,62.4,79,0.9746835443037974,->
RPE_RS11295,ACXYSJ_15135,66.058,274,91,1,1,272,1,274,3.79e-127,360.0,274,1.0,<=>
RPE_RS08655,ACXYSJ_19990,63.716,689,215,2,1,654,1,689,0.0,769.0,654,1.0535168195718654,<=>
RPE_RS14465,ACXYSJ_09715,74.124,371,94,1,191,561,307,675,1.52e-174,506.0,561,0.661319073083779,->
RPE_RS08800,ACXYSJ_19840,76.19,63,11,2,1,59,1,63,4.81e-28,93.2,70,0.9,<=>
RPE_RS14425,ACXYSJ_01880,26.923,130,85,4,18,145,66,187,0.000495,38.5,336,0.3869047619047619,->
RPE_RS00165,ACXYSJ_23145,96.413,446,16,0,1,446,1,446,0.0,893.0,446,1.0,<=>
RPE_RS22520,ACXYSJ_20780,63.057,157,51,1,11,167,5,154,8.879999999999999e-61,185.0,182,0.8626373626373627,<=>
RPE_RS09275,ACXYSJ_16230,43.889,180,66,4,6,155,5,179,2.61e-41,134.0,157,1.1464968152866242,<=>
RPE_RS25080,ACXYSJ_10515,42.5,40,23,0,22,61,41,80,5.39e-05,36.2,82,0.4878048780487805,<=>
RPE_RS00955,ACXYSJ_12970,35.135,111,62,4,77,182,95,200,4.7e-06,45.4,386,0.28756476683937826,->
RPE_RS06450,ACXYSJ_12245,42.857,70,40,0,1,70,1,70,2.91e-15,61.2,75,0.9333333333333333,->
RPE_RS09665,ACXYSJ_15835,75.097,1285,313,4,1,1282,1,1281,0.0,1878.0,1285,1.0,<=>
RPE_RS01365,ACXYSJ_23935,92.609,460,29,3,1,458,1,457,0.0,853.0,458,1.0043668122270741,<=>
RPE_RS20370,ACXYSJ_19480,53.738,214,90,3,6,211,1,213,2.33e-51,162.0,211,1.014218009478673,<=>
RPE_RS00095,ACXYSJ_23065,88.477,243,28,0,4,246,4,246,3.57e-162,446.0,246,0.9878048780487805,<=>
RPE_RS22635,ACXYSJ_21365,88.934,488,54,0,1,488,1,488,0.0,921.0,488,1.0,<=>
RPE_RS06670,ACXYSJ_06265,71.429,497,142,0,5,501,4,500,0.0,743.0,506,0.9822134387351779,<=>
RPE_RS14935,ACXYSJ_13610,71.099,1256,343,8,1,1248,1,1244,0.0,1739.0,1248,1.0064102564102564,<=>
RPE_RS12870,ACXYSJ_11340,70.976,379,110,0,9,387,14,392,0.0,519.0,392,0.9668367346938775,<=>
RPE_RS10395,ACXYSJ_07770,80.303,66,13,0,1,66,1,66,2.64e-37,116.0,66,1.0,<=>
RPE_RS04195,ACXYSJ_08765,35.211,284,130,13,1,276,1,238,7.98e-29,107.0,276,1.0289855072463767,->
RPE_RS13620,ACXYSJ_08740,77.049,61,14,0,1,61,1,61,1.84e-30,98.6,61,1.0,<=>
RPE_RS11445,ACXYSJ_15015,89.583,96,10,0,1,96,1,96,2.29e-63,184.0,96,1.0,<=>
RPE_RS03805,ACXYSJ_21910,48.016,252,113,5,1,238,1,248,1.82e-56,177.0,238,1.0588235294117647,<=>
RPE_RS23215,ACXYSJ_23620,86.957,69,9,0,1,69,1,69,1.18e-40,125.0,73,0.9452054794520548,<=>
RPE_RS13550,ACXYSJ_05085,48.0,50,25,1,65,114,142,190,3.14e-08,47.4,132,0.3787878787878788,->
RPE_RS18960,ACXYSJ_16335,81.944,576,102,2,1,575,1,575,0.0,930.0,575,1.0017391304347827,<=>
RPE_RS06455,ACXYSJ_21640,33.333,441,269,9,282,713,21,445,1.88e-63,217.0,738,0.5975609756097561,->
RPE_RS22735,ACXYSJ_21645,77.311,238,54,0,23,260,24,261,2.15e-135,380.0,266,0.8947368421052632,<=>
RPE_RS24015,ACXYSJ_22495,64.45,391,95,3,24,371,12,401,4.4e-148,421.0,371,1.0539083557951483,<=>
RPE_RS12225,ACXYSJ_18835,90.431,209,20,0,207,415,3,211,1.6999999999999998e-138,399.0,512,0.408203125,->
RPE_RS02300,ACXYSJ_07805,34.234,111,67,5,46,153,71,178,2.14e-07,47.8,249,0.4457831325301205,->
RPE_RS15975,ACXYSJ_21355,29.545,132,86,4,11,137,44,173,1.28e-07,50.4,418,0.3157894736842105,->
RPE_RS22945,ACXYSJ_20130,65.693,137,47,0,1,137,36,172,1.4e-63,189.0,137,1.0,<=>
RPE_RS15050,ACXYSJ_13765,71.019,314,91,0,1,314,1,314,2.45e-169,470.0,316,0.9936708860759493,<=>
RPE_RS07360,ACXYSJ_17690,86.585,82,11,0,1,82,1,82,1.6999999999999998e-42,130.0,82,1.0,<=>
RPE_RS11145,ACXYSJ_14420,68.873,408,127,0,1,408,1,408,0.0,508.0,408,1.0,<=>
RPE_RS14415,ACXYSJ_11970,82.955,264,45,0,1,264,1,264,1.06e-169,466.0,266,0.9924812030075187,<=>
RPE_RS19085,ACXYSJ_06900,75.0,132,33,0,4,135,4,135,3.24e-69,202.0,135,0.9777777777777777,<=>
RPE_RS26080,ACXYSJ_11090,34.532,139,88,3,318,455,358,494,6.58e-15,74.7,529,0.2627599243856333,->
RPE_RS04425,ACXYSJ_04615,77.992,259,56,1,2,260,15,272,1.06e-141,395.0,260,0.9961538461538462,<=>
RPE_RS01240,ACXYSJ_01255,91.085,258,23,0,649,906,1,258,2.42e-167,484.0,907,0.2844542447629548,<=>
RPE_RS20345,ACXYSJ_03835,32.673,101,60,3,57,152,73,170,1.87e-06,46.6,367,0.27520435967302453,<=>
RPE_RS00600,ACXYSJ_01510,89.922,387,39,0,1,387,1,387,0.0,726.0,387,1.0,<=>
RPE_RS03635,ACXYSJ_17680,33.636,110,68,3,151,256,46,154,3.16e-08,50.4,309,0.3559870550161812,->
RPE_RS12590,ACXYSJ_11080,95.192,208,10,0,1,208,1,208,1.9e-149,411.0,212,0.9811320754716981,<=>
RPE_RS17975,ACXYSJ_09000,97.229,397,11,0,1,397,1,397,0.0,791.0,397,1.0,->
RPE_RS08445,ACXYSJ_16795,81.034,406,77,0,1,406,1,406,0.0,680.0,406,1.0,<=>
RPE_RS00605,ACXYSJ_01505,75.465,269,65,1,1,268,1,269,6.34e-131,369.0,268,1.0037313432835822,<=>
RPE_RS06980,ACXYSJ_04890,88.92,352,39,0,1,352,1,352,0.0,572.0,354,0.9943502824858758,<=>
RPE_RS14605,ACXYSJ_11675,70.548,146,35,1,1,138,1,146,3.19e-64,190.0,146,1.0,<=>
RPE_RS23740,ACXYSJ_22705,95.0,520,26,0,28,547,23,542,0.0,940.0,547,0.9506398537477148,<=>
RPE_RS22235,ACXYSJ_04085,90.411,73,7,0,1,73,1,73,3.25e-41,126.0,73,1.0,<=>
RPE_RS21550,ACXYSJ_06555,81.148,488,91,1,1,487,1,488,0.0,807.0,489,0.9979550102249489,<=>
RPE_RS24550,ACXYSJ_02800,86.469,606,81,1,10,614,10,615,0.0,1077.0,618,0.9805825242718447,<=>
RPE_RS23895,ACXYSJ_22620,54.348,184,74,2,17,197,17,193,3.04e-71,212.0,200,0.92,<=>
RPE_RS22605,ACXYSJ_21335,84.848,66,10,0,1,66,1,66,2.47e-37,116.0,68,0.9705882352941176,<=>
RPE_RS04035,ACXYSJ_05095,58.912,331,134,2,1,329,1,331,1.11e-138,394.0,330,1.003030303030303,<=>
RPE_RS10795,ACXYSJ_17555,36.039,813,420,24,61,810,60,835,3.22e-122,387.0,844,0.9632701421800948,<=>
RPE_RS15405,ACXYSJ_03935,86.874,419,54,1,1,418,1,419,0.0,736.0,420,0.9976190476190476,<=>
RPE_RS04275,ACXYSJ_03895,33.0,100,66,1,52,150,53,152,4.27e-11,57.4,277,0.36101083032490977,->
RPE_RS22375,ACXYSJ_10980,27.928,111,72,4,246,351,267,374,0.000592,38.9,385,0.2883116883116883,->
RPE_RS21780,ACXYSJ_20355,94.815,405,21,0,1,405,1,405,0.0,805.0,405,1.0,<=>
RPE_RS25810,ACXYSJ_12215,44.444,45,25,0,5,49,388,432,1.22e-08,45.8,53,0.8490566037735849,->
RPE_RS12030,ACXYSJ_07575,41.135,141,80,1,38,175,7,147,1.0699999999999999e-34,117.0,192,0.734375,->
RPE_RS20615,ACXYSJ_19715,75.381,459,108,1,4,462,1,454,0.0,639.0,462,0.9935064935064936,<=>
RPE_RS09010,ACXYSJ_07175,40.559,286,165,2,61,342,13,297,2.22e-62,198.0,349,0.8194842406876791,<=>
RPE_RS03355,ACXYSJ_22765,77.344,128,29,0,1,128,1,128,5.01e-72,209.0,142,0.9014084507042254,<=>
RPE_RS03255,ACXYSJ_02500,90.071,282,28,0,1,282,1,282,0.0,496.0,282,1.0,<=>
RPE_RS25255,ACXYSJ_09875,48.276,29,15,0,20,48,19,47,4.45e-05,35.8,87,0.3333333333333333,->
RPE_RS22510,ACXYSJ_14320,59.0,100,41,0,4,103,3,102,2.78e-35,114.0,108,0.9259259259259259,->
RPE_RS21985,ACXYSJ_20560,87.842,329,40,0,1,329,1,329,0.0,593.0,329,1.0,<=>
RPE_RS23675,ACXYSJ_03250,73.422,301,80,0,1,301,1,301,2.57e-164,456.0,307,0.9804560260586319,<=>
RPE_RS12775,ACXYSJ_11250,82.5,80,14,0,32,111,1,80,2.17e-47,144.0,115,0.6956521739130435,<=>
RPE_RS23595,ACXYSJ_03300,50.943,106,52,0,3,108,3,108,1.02e-31,105.0,108,0.9814814814814815,<=>
RPE_RS19915,ACXYSJ_14100,93.59,156,10,0,1,156,1,156,8.4e-110,306.0,158,0.9873417721518988,<=>
RPE_RS24760,ACXYSJ_16475,43.22,118,62,1,21,133,17,134,8.53e-26,107.0,409,0.2885085574572127,->
RPE_RS06610,ACXYSJ_16220,72.308,260,71,1,309,568,1,259,2.2e-102,307.0,568,0.45774647887323944,->
RPE_RS06245,ACXYSJ_20910,80.711,197,38,0,1,197,1,197,1.01e-112,317.0,200,0.985,<=>
RPE_RS15080,ACXYSJ_14290,65.278,576,175,8,9,566,14,582,0.0,639.0,566,1.017667844522968,<=>
RPE_RS07935,ACXYSJ_17245,73.684,133,35,0,1,133,1,133,1.2600000000000001e-59,177.0,133,1.0,<=>
RPE_RS02790,ACXYSJ_23805,83.761,351,56,1,1,350,1,351,0.0,602.0,392,0.8954081632653061,<=>
RPE_RS21860,ACXYSJ_11390,51.986,277,120,3,5,269,10,285,8.35e-93,273.0,271,1.022140221402214,->
RPE_RS20430,ACXYSJ_19540,67.429,175,57,0,50,224,61,235,4.6599999999999994e-74,222.0,234,0.7478632478632479,<=>
RPE_RS21955,ACXYSJ_20525,82.178,202,36,0,1,202,1,202,3.52e-121,339.0,205,0.9853658536585366,<=>
RPE_RS06990,ACXYSJ_04900,86.307,241,33,0,1,241,1,241,6.35e-153,422.0,241,1.0,<=>
RPE_RS05000,ACXYSJ_16645,59.762,671,268,2,3,671,5,675,0.0,808.0,676,0.992603550295858,<=>
RPE_RS14785,ACXYSJ_13400,54.622,119,52,2,1,118,1,118,4.97e-19,73.9,121,0.9834710743801653,<=>
RPE_RS15195,ACXYSJ_12330,80.242,248,49,0,1,248,1,248,3.5000000000000006e-132,371.0,256,0.96875,<=>
RPE_RS11540,ACXYSJ_14930,83.041,171,27,1,3,173,5,173,1.0599999999999999e-95,272.0,173,0.9884393063583815,<=>
RPE_RS21920,ACXYSJ_20485,65.185,135,47,0,5,139,2,136,8.320000000000001e-59,176.0,145,0.9310344827586207,<=>
RPE_RS15275,ACXYSJ_04285,62.302,252,95,0,45,296,47,298,4.0700000000000005e-110,318.0,296,0.8513513513513513,<=>
RPE_RS01150,ACXYSJ_02230,84.81,237,36,0,26,262,22,258,1.08e-149,416.0,269,0.8810408921933085,<=>
RPE_RS06770,ACXYSJ_06370,57.143,210,90,0,14,223,13,222,2.13e-75,225.0,230,0.9130434782608695,<=>
RPE_RS23835,ACXYSJ_04320,84.571,175,27,0,1,175,1,175,1.8500000000000001e-97,276.0,175,1.0,<=>
RPE_RS21340,ACXYSJ_17780,40.979,327,182,6,2,326,3,320,1.8400000000000002e-72,225.0,340,0.961764705882353,->
RPE_RS01725,ACXYSJ_00835,69.307,101,30,1,1,100,1,101,9.7e-50,150.0,101,1.0,<=>
RPE_RS13915,ACXYSJ_12565,90.981,377,34,0,1,377,1,377,0.0,702.0,378,0.9973544973544973,<=>
RPE_RS17030,ACXYSJ_10025,63.333,120,44,0,1,120,1,120,4.38e-51,155.0,120,1.0,<=>
RPE_RS22185,ACXYSJ_20765,81.039,1155,219,0,1,1155,1,1155,0.0,1749.0,1155,1.0,<=>
RPE_RS19170,ACXYSJ_06790,78.75,160,34,0,1,160,1,160,2.1e-92,263.0,161,0.9937888198757764,<=>
RPE_RS04800,ACXYSJ_05790,87.066,317,41,0,4,320,3,319,9.94e-180,496.0,320,0.990625,<=>
RPE_RS17005,ACXYSJ_10050,78.856,402,84,1,4,405,5,405,0.0,620.0,410,0.9804878048780488,<=>
RPE_RS06625,ACXYSJ_06220,83.668,349,57,0,1,349,1,349,0.0,606.0,349,1.0,<=>
RPE_RS22170,ACXYSJ_04130,73.464,358,93,2,1,357,1,357,1.6800000000000001e-167,471.0,371,0.9649595687331537,<=>
RPE_RS03555,ACXYSJ_03120,88.412,233,27,0,1,233,1,233,2.4000000000000002e-154,425.0,233,1.0,<=>
RPE_RS16970,ACXYSJ_10075,71.0,100,29,0,1,100,1,100,5.21e-49,148.0,100,1.0,<=>
RPE_RS15470,ACXYSJ_03865,60.606,132,50,2,1,131,1,131,1.63e-51,157.0,135,0.9777777777777777,<=>
RPE_RS15215,ACXYSJ_12350,76.442,208,49,0,18,225,16,223,3.03e-119,336.0,226,0.9203539823008849,<=>
RPE_RS00875,ACXYSJ_01315,90.164,61,6,0,1,61,1,61,2.67e-36,113.0,61,1.0,<=>
RPE_RS07975,ACXYSJ_17195,56.667,120,49,1,1,117,1,120,4.44e-34,112.0,117,1.0256410256410255,<=>
RPE_RS16150,ACXYSJ_16180,33.898,118,78,0,4,121,581,698,3.57e-18,76.6,132,0.8939393939393939,->
RPE_RS07595,ACXYSJ_17750,33.803,142,75,5,31,164,355,485,3.7e-13,68.6,517,0.2746615087040619,->
RPE_RS12380,ACXYSJ_11090,38.298,94,42,6,67,153,353,437,0.000263,39.7,308,0.3051948051948052,->
RPE_RS15685,ACXYSJ_10945,70.758,277,80,1,9,284,8,284,8.22e-139,390.0,285,0.9719298245614035,<=>
RPE_RS04900,ACXYSJ_05870,87.64,267,33,0,1,267,1,267,0.0,496.0,270,0.9888888888888889,<=>
RPE_RS23350,ACXYSJ_06675,24.658,146,106,1,3,148,11,152,6.31e-13,60.1,161,0.906832298136646,->
RPE_RS14215,ACXYSJ_13115,76.623,154,35,1,8,161,1,153,9.499999999999999e-69,202.0,161,0.9565217391304348,<=>
RPE_RS23655,ACXYSJ_04375,82.809,413,71,0,1,413,1,413,0.0,617.0,434,0.9516129032258065,<=>
RPE_RS01735,ACXYSJ_00825,83.77,191,31,0,1,191,1,191,3.4499999999999996e-111,313.0,193,0.9896373056994818,<=>
RPE_RS19655,ACXYSJ_19200,78.14,215,47,0,1,215,1,215,4.91e-122,342.0,217,0.9907834101382489,<=>
RPE_RS22925,ACXYSJ_20100,91.16,362,32,0,1,362,1,362,0.0,685.0,362,1.0,<=>
RPE_RS20450,ACXYSJ_00360,33.333,57,38,0,25,81,22,78,1.51e-06,40.0,104,0.5480769230769231,->
RPE_RS08885,ACXYSJ_20960,82.301,226,40,0,20,245,24,249,9.21e-139,387.0,245,0.9224489795918367,<=>
RPE_RS03235,ACXYSJ_02515,94.983,299,15,0,1,299,1,299,0.0,550.0,299,1.0,<=>
RPE_RS26130,ACXYSJ_15950,46.667,120,60,2,1,119,9,125,2.8500000000000002e-27,102.0,251,0.47808764940239046,->
RPE_RS23365,ACXYSJ_06675,22.759,145,102,4,19,160,10,147,9.81e-08,46.2,162,0.8950617283950617,->
RPE_RS09420,ACXYSJ_16090,73.377,616,156,4,1,616,1,608,0.0,827.0,616,1.0,<=>
RPE_RS03410,ACXYSJ_22415,86.392,485,66,0,1,485,1,485,0.0,878.0,485,1.0,<=>
RPE_RS00820,ACXYSJ_02405,78.049,246,54,0,1,246,1,246,3.6e-144,401.0,255,0.9647058823529412,<=>
RPE_RS12555,ACXYSJ_11030,75.124,201,50,0,1,201,1,201,2.19e-95,273.0,204,0.9852941176470589,<=>
RPE_RS08735,ACXYSJ_19910,75.362,138,33,1,1,138,1,137,4.86e-73,212.0,138,1.0,<=>
RPE_RS18075,ACXYSJ_08920,85.484,62,9,0,1,62,1,62,4.36e-35,110.0,64,0.96875,<=>
RPE_RS22565,ACXYSJ_21295,89.362,282,30,0,1,282,1,282,0.0,520.0,282,1.0,<=>
RPE_RS21915,ACXYSJ_20480,71.429,154,44,0,18,171,16,169,9.02e-75,219.0,171,0.9005847953216374,<=>
RPE_RS14735,ACXYSJ_13345,81.818,407,69,2,1,402,1,407,0.0,670.0,404,1.0074257425742574,<=>
RPE_RS02870,ACXYSJ_22450,23.963,217,141,5,101,295,198,412,2.14e-13,67.4,319,0.6802507836990596,->
RPE_RS19895,ACXYSJ_01755,37.954,303,180,2,6,301,3,304,1.13e-56,182.0,309,0.9805825242718447,->
RPE_RS18450,ACXYSJ_08325,90.062,322,25,2,1,319,1,318,0.0,574.0,319,1.0094043887147335,<=>
RPE_RS02020,ACXYSJ_24550,95.575,113,5,0,1,113,1,113,9.15e-75,214.0,113,1.0,<=>
RPE_RS02680,ACXYSJ_00140,29.496,139,97,1,195,333,37,174,1.12e-11,60.1,347,0.40057636887608067,->
RPE_RS10050,ACXYSJ_19570,31.356,118,80,1,1,117,1,118,2.65e-16,67.0,125,0.944,<=>
RPE_RS11845,ACXYSJ_08755,63.566,129,45,1,59,187,53,179,4.5099999999999996e-55,170.0,187,0.6898395721925134,<=>
RPE_RS06950,ACXYSJ_04855,83.696,368,60,0,1,368,1,368,0.0,627.0,368,1.0,<=>
RPE_RS03285,ACXYSJ_02470,73.537,393,94,2,1,384,1,392,0.0,547.0,396,0.9924242424242424,<=>
RPE_RS05575,ACXYSJ_17670,32.624,141,78,7,167,304,157,283,2.24e-06,45.8,365,0.3863013698630137,->
RPE_RS01035,ACXYSJ_01670,85.795,352,50,0,1,352,1,352,0.0,600.0,352,1.0,<=>
RPE_RS24085,ACXYSJ_21995,73.196,194,52,0,1,194,1,194,1.9e-107,303.0,198,0.9797979797979798,<=>
RPE_RS06735,ACXYSJ_06335,81.614,446,81,1,1,446,1,445,0.0,710.0,451,0.9889135254988913,<=>
RPE_RS14255,ACXYSJ_18800,37.5,224,109,7,23,244,31,225,1.0600000000000002e-27,106.0,313,0.7156549520766773,<=>
RPE_RS21090,ACXYSJ_17920,85.956,413,53,2,1,411,1,410,0.0,700.0,411,1.0048661800486618,<=>
RPE_RS11460,ACXYSJ_14995,96.226,106,3,1,1,105,1,106,6.25e-67,194.0,105,1.0095238095238095,<=>
RPE_RS22820,ACXYSJ_21660,83.735,166,23,1,1,162,1,166,1.59e-102,288.0,162,1.0246913580246915,<=>
RPE_RS09450,ACXYSJ_16055,72.083,240,66,1,18,257,21,259,1.01e-123,350.0,257,0.933852140077821,<=>
RPE_RS02275,ACXYSJ_01885,68.519,216,68,0,1,216,1,216,5.97e-98,281.0,219,0.9863013698630136,<=>
RPE_RS24160,ACXYSJ_04295,64.891,413,144,1,6,418,5,416,0.0,530.0,418,0.9880382775119617,<=>
RPE_RS22380,ACXYSJ_03780,76.667,150,34,1,8,157,2,150,8.57e-83,238.0,157,0.9554140127388535,<=>
RPE_RS23275,ACXYSJ_02985,42.149,242,132,1,1,234,1,242,2.25e-60,188.0,249,0.9718875502008032,->
RPE_RS06060,ACXYSJ_06690,36.434,258,152,6,11,263,5,255,3.83e-47,156.0,276,0.9347826086956522,->
RPE_RS13700,ACXYSJ_13015,82.587,402,70,0,1,402,1,402,0.0,645.0,402,1.0,<=>
RPE_RS03310,ACXYSJ_03180,79.73,148,30,0,1,148,1,148,1.5999999999999998e-82,237.0,165,0.896969696969697,<=>
RPE_RS24095,ACXYSJ_22005,86.022,186,26,0,1,186,1,186,1.04e-115,323.0,188,0.9893617021276596,<=>
RPE_RS19060,ACXYSJ_05895,25.806,124,82,4,48,171,40,153,4.89e-05,39.7,212,0.5849056603773585,<=>
RPE_RS13715,ACXYSJ_13000,62.766,94,32,2,1,93,1,92,3.12e-33,107.0,95,0.9894736842105263,<=>
RPE_RS22530,ACXYSJ_21275,58.235,170,71,0,9,178,9,178,4.67e-71,211.0,198,0.8585858585858586,<=>
RPE_RS08025,ACXYSJ_17155,86.066,122,17,0,1,122,1,122,2.33e-76,219.0,122,1.0,<=>
RPE_RS01275,ACXYSJ_01760,80.191,732,140,4,1,729,1,730,0.0,1169.0,731,1.0013679890560876,<=>
RPE_RS09470,ACXYSJ_16025,79.042,167,35,0,5,171,4,170,5.29e-101,285.0,171,0.9766081871345029,<=>
RPE_RS02295,ACXYSJ_01865,73.483,445,118,0,2,446,3,447,0.0,649.0,448,0.9933035714285714,<=>
RPE_RS06370,ACXYSJ_19765,27.634,503,308,11,109,570,50,537,2.38e-44,163.0,587,0.8568994889267462,->
RPE_RS06905,ACXYSJ_20685,27.344,128,82,4,2,124,7,128,0.000116,37.0,144,0.8888888888888888,<=>
RPE_RS13545,ACXYSJ_11630,81.557,488,79,2,1,477,1,488,0.0,796.0,477,1.0230607966457024,<=>
RPE_RS21845,ACXYSJ_20805,65.354,127,44,0,1,127,1,127,1.2899999999999999e-61,183.0,146,0.8698630136986302,<=>
RPE_RS18185,ACXYSJ_17325,45.205,73,38,1,11,81,732,804,4.87e-06,41.6,131,0.5572519083969466,->
RPE_RS19695,ACXYSJ_19245,43.363,226,92,4,2,223,22,215,3.57e-44,145.0,228,0.9912280701754386,<=>
RPE_RS02390,ACXYSJ_24340,71.628,215,56,1,1,210,1,215,6.21e-104,296.0,210,1.0238095238095237,<=>
RPE_RS19340,ACXYSJ_22705,40.613,522,295,9,28,538,23,540,1.24e-112,352.0,841,0.6206896551724138,->
RPE_RS23720,ACXYSJ_11765,55.556,54,24,0,2,55,3,56,4.56e-15,60.8,75,0.72,<=>
RPE_RS15220,ACXYSJ_12360,94.304,158,9,0,1,158,1,158,5.72e-110,306.0,158,1.0,<=>
RPE_RS20455,ACXYSJ_16250,37.162,296,184,2,4,299,65,358,5.86e-53,175.0,308,0.961038961038961,->
RPE_RS09300,ACXYSJ_16195,56.923,260,109,2,5,262,6,264,7.69e-106,305.0,262,0.9923664122137404,<=>
RPE_RS07810,ACXYSJ_17345,69.091,110,26,2,1,110,1,102,9.82e-44,135.0,110,1.0,<=>
RPE_RS05075,ACXYSJ_18055,61.598,776,253,7,1,735,1,772,0.0,849.0,735,1.05578231292517,<=>
RPE_RS06225,ACXYSJ_20930,82.988,482,82,0,1,482,1,482,0.0,771.0,482,1.0,<=>
RPE_RS00860,ACXYSJ_01330,76.449,552,125,2,3,549,14,565,0.0,859.0,563,0.9804618117229129,<=>
RPE_RS07080,ACXYSJ_04970,56.667,180,72,3,1,178,1,176,2.56e-68,203.0,179,1.005586592178771,<=>
RPE_RS20495,ACXYSJ_19605,64.865,74,26,0,2,75,17,90,1.1700000000000001e-32,105.0,75,0.9866666666666667,<=>
RPE_RS08280,ACXYSJ_16950,57.812,128,51,1,38,165,37,161,6.7899999999999994e-34,118.0,193,0.6632124352331606,<=>
RPE_RS16060,ACXYSJ_02300,33.862,189,123,2,18,206,21,207,2.21e-27,106.0,323,0.5851393188854489,<=>
RPE_RS18930,ACXYSJ_07115,81.065,338,63,1,1,338,1,337,0.0,507.0,338,1.0,<=>
RPE_RS20175,ACXYSJ_19085,94.249,313,18,0,1,313,1,313,0.0,601.0,313,1.0,<=>
RPE_RS19445,ACXYSJ_13835,45.749,247,133,1,29,274,3,249,5.25e-74,224.0,280,0.8821428571428571,->
RPE_RS02495,ACXYSJ_02045,92.537,67,5,0,1,67,1,67,2.76e-40,123.0,67,1.0,<=>
RPE_RS03910,ACXYSJ_17485,35.484,155,82,4,1,142,1,150,2.15e-15,75.1,422,0.36729857819905215,->
RPE_RS24580,ACXYSJ_02765,78.539,219,47,0,1,219,1,219,5.470000000000001e-124,347.0,219,1.0,<=>
RPE_RS16680,ACXYSJ_09660,36.364,55,33,1,5,57,3,57,0.000541,33.9,108,0.5092592592592593,->
RPE_RS03815,ACXYSJ_21950,76.099,364,84,1,6,366,7,370,0.0,548.0,370,0.9837837837837838,<=>
RPE_RS10455,ACXYSJ_07450,28.933,356,203,13,17,341,12,348,1.06e-24,100.0,351,1.0142450142450143,->
RPE_RS13730,ACXYSJ_12985,71.888,249,69,1,3,251,12,259,1.74e-135,381.0,276,0.9021739130434783,<=>
RPE_RS23040,ACXYSJ_04650,73.474,426,113,0,1,426,1,426,0.0,642.0,428,0.9953271028037384,<=>
RPE_RS02580,ACXYSJ_24385,92.337,261,20,0,1,261,1,261,0.0,509.0,261,1.0,<=>
RPE_RS11250,ACXYSJ_15175,79.437,462,84,3,1,452,1,461,0.0,660.0,452,1.0221238938053097,<=>
RPE_RS25015,ACXYSJ_19830,41.401,157,59,6,1,154,1,127,8.820000000000001e-27,95.1,154,1.0194805194805194,<=>
RPE_RS04735,ACXYSJ_20190,88.358,335,38,1,1,334,1,335,0.0,597.0,334,1.0029940119760479,<=>
RPE_RS17570,ACXYSJ_17780,31.79,324,185,14,1,299,1,313,2.29e-26,103.0,318,1.0188679245283019,->
RPE_RS16005,ACXYSJ_15295,37.5,56,35,0,140,195,105,160,0.00017,39.7,269,0.20817843866171004,->
RPE_RS02215,ACXYSJ_01935,82.09,402,72,0,1,402,1,402,0.0,681.0,402,1.0,<=>
RPE_RS24370,ACXYSJ_22275,92.412,369,28,0,1,369,1,369,0.0,687.0,369,1.0,<=>
RPE_RS12715,ACXYSJ_11190,81.766,702,123,3,1,701,1,698,0.0,1122.0,701,1.0014265335235377,<=>
RPE_RS25295,ACXYSJ_21185,33.01,103,65,1,324,422,280,382,1.42e-07,50.4,467,0.22055674518201285,->
RPE_RS05910,ACXYSJ_05830,30.657,548,342,13,8,538,2,528,4.12e-62,210.0,545,1.0055045871559634,->
RPE_RS13150,ACXYSJ_11545,87.5,264,33,0,1,264,1,264,5.0200000000000004e-179,490.0,264,1.0,<=>
RPE_RS00965,ACXYSJ_06780,48.0,200,95,4,40,236,3,196,2.5100000000000002e-57,178.0,246,0.8130081300813008,->
